Date of analysis,Country,Total country population,Level 1,Area,Validity period,From,To,Phase,Number,Percentage
Aug 2020,KEN,17909824,Urban Analysis,BANGLADESH,current,2020-08-01,2020-09-30,1,16342,0.1
Aug 2020,KEN,17909824,Urban Analysis,BANGLADESH,current,2020-08-01,2020-09-30,2,57195,0.35
Aug 2020,KEN,17909824,Urban Analysis,BANGLADESH,current,2020-08-01,2020-09-30,3,73537,0.45
Aug 2020,KEN,17909824,Urban Analysis,BANGLADESH,current,2020-08-01,2020-09-30,4,16342,0.1
Aug 2020,KEN,17909824,Urban Analysis,BANGLADESH,current,2020-08-01,2020-09-30,5,0,0
Aug 2020,KEN,17909824,Urban Analysis,BANGLADESH,first projection,2020-10-01,2020-12-31,all,163415,1.0
Aug 2020,KEN,17909824,Urban Analysis,BANGLADESH,first projection,2020-10-01,2020-12-31,3+,81708,0.5
Aug 2020,KEN,17909824,Urban Analysis,BANGLADESH,first projection,2020-10-01,2020-12-31,1,16342,0.1
Aug 2020,KEN,17909824,Urban Analysis,BANGLADESH,first projection,2020-10-01,2020-12-31,2,65366,0.4
Aug 2020,KEN,17909824,Urban Analysis,BANGLADESH,first projection,2020-10-01,2020-12-31,3,73537,0.45
Aug 2020,KEN,17909824,Urban Analysis,BANGLADESH,first projection,2020-10-01,2020-12-31,4,8171,0.05
Aug 2020,KEN,17909824,Urban Analysis,BANGLADESH,first projection,2020-10-01,2020-12-31,5,0,0
Aug 2020,KEN,17909824,Urban Analysis,KAYOLE,current,2020-08-01,2020-09-30,all,183873,1.0
Aug 2020,KEN,17909824,Urban Analysis,KAYOLE,current,2020-08-01,2020-09-30,3+,64356,0.35
Aug 2020,KEN,17909824,Urban Analysis,KAYOLE,current,2020-08-01,2020-09-30,1,55162,0.3
Aug 2020,KEN,17909824,Urban Analysis,KAYOLE,current,2020-08-01,2020-09-30,2,64356,0.35
Aug 2020,KEN,17909824,Urban Analysis,KAYOLE,current,2020-08-01,2020-09-30,3,55162,0.3
Aug 2020,KEN,17909824,Urban Analysis,KAYOLE,current,2020-08-01,2020-09-30,4,9194,0.05
Aug 2020,KEN,17909824,Urban Analysis,KAYOLE,current,2020-08-01,2020-09-30,5,0,0
Aug 2020,KEN,17909824,Urban Analysis,KAYOLE,first projection,2020-10-01,2020-12-31,all,183873,1.0
Aug 2020,KEN,17909824,Urban Analysis,KAYOLE,first projection,2020-10-01,2020-12-31,3+,73550,0.4
Aug 2020,KEN,17909824,Urban Analysis,KAYOLE,first projection,2020-10-01,2020-12-31,1,36775,0.2
Aug 2020,KEN,17909824,Urban Analysis,KAYOLE,first projection,2020-10-01,2020-12-31,2,73549,0.4
Aug 2020,KEN,17909824,Urban Analysis,KAYOLE,first projection,2020-10-01,2020-12-31,3,64356,0.35
Aug 2020,KEN,17909824,Urban Analysis,KAYOLE,first projection,2020-10-01,2020-12-31,4,9194,0.05
Aug 2020,KEN,17909824,Urban Analysis,KAYOLE,first projection,2020-10-01,2020-12-31,5,0,0
Aug 2020,KEN,17909824,Urban Analysis,DANDORA,current,2020-08-01,2020-09-30,all,295670,1.0
Aug 2020,KEN,17909824,Urban Analysis,DANDORA,current,2020-08-01,2020-09-30,3+,147836,0.5
Aug 2020,KEN,17909824,Urban Analysis,DANDORA,current,2020-08-01,2020-09-30,1,44351,0.15
Aug 2020,KEN,17909824,Urban Analysis,DANDORA,current,2020-08-01,2020-09-30,2,103485,0.35
Aug 2020,KEN,17909824,Urban Analysis,DANDORA,current,2020-08-01,2020-09-30,3,103485,0.35
Aug 2020,KEN,17909824,Urban Analysis,DANDORA,current,2020-08-01,2020-09-30,4,44351,0.15
Aug 2020,KEN,17909824,Urban Analysis,DANDORA,current,2020-08-01,2020-09-30,5,0,0
Aug 2020,KEN,17909824,Urban Analysis,DANDORA,first projection,2020-10-01,2020-12-31,all,295670,1.0
Aug 2020,KEN,17909824,Urban Analysis,DANDORA,first projection,2020-10-01,2020-12-31,3+,118268,0.4
Aug 2020,KEN,17909824,Urban Analysis,DANDORA,first projection,2020-10-01,2020-12-31,1,73918,0.25
Aug 2020,KEN,17909824,Urban Analysis,DANDORA,first projection,2020-10-01,2020-12-31,2,103485,0.35
Aug 2020,KEN,17909824,Urban Analysis,DANDORA,first projection,2020-10-01,2020-12-31,3,88701,0.3
Aug 2020,KEN,17909824,Urban Analysis,DANDORA,first projection,2020-10-01,2020-12-31,4,29567,0.1
Aug 2020,KEN,17909824,Urban Analysis,DANDORA,first projection,2020-10-01,2020-12-31,5,0,0
Aug 2020,KEN,17909824,Urban Analysis,GITHURAI,current,2020-08-01,2020-09-30,all,216392,1.0
Aug 2020,KEN,17909824,Urban Analysis,GITHURAI,current,2020-08-01,2020-09-30,3+,75737,0.35
Aug 2020,KEN,17909824,Urban Analysis,GITHURAI,current,2020-08-01,2020-09-30,1,64918,0.3
Aug 2020,KEN,17909824,Urban Analysis,GITHURAI,current,2020-08-01,2020-09-30,2,75737,0.35
Aug 2020,KEN,17909824,Urban Analysis,GITHURAI,current,2020-08-01,2020-09-30,3,54098,0.25
Aug 2020,KEN,17909824,Urban Analysis,GITHURAI,current,2020-08-01,2020-09-30,4,21639,0.1
Aug 2020,KEN,17909824,Urban Analysis,GITHURAI,current,2020-08-01,2020-09-30,5,0,0
Aug 2020,KEN,17909824,Urban Analysis,GITHURAI,first projection,2020-10-01,2020-12-31,all,216392,1.0
Aug 2020,KEN,17909824,Urban Analysis,GITHURAI,first projection,2020-10-01,2020-12-31,3+,75737,0.35
Aug 2020,KEN,17909824,Urban Analysis,GITHURAI,first projection,2020-10-01,2020-12-31,1,54098,0.25
Aug 2020,KEN,17909824,Urban Analysis,GITHURAI,first projection,2020-10-01,2020-12-31,2,86557,0.4
Aug 2020,KEN,17909824,Urban Analysis,GITHURAI,first projection,2020-10-01,2020-12-31,3,43278,0.2
Aug 2020,KEN,17909824,Urban Analysis,GITHURAI,first projection,2020-10-01,2020-12-31,4,32459,0.15
Aug 2020,KEN,17909824,Urban Analysis,GITHURAI,first projection,2020-10-01,2020-12-31,5,0,0
Aug 2020,KEN,17909824,Urban Analysis,MWEMBE TAYARI,current,2020-08-01,2020-09-30,all,154171,1.0
Aug 2020,KEN,17909824,Urban Analysis,MWEMBE TAYARI,current,2020-08-01,2020-09-30,3+,77085,0.5
Aug 2020,KEN,17909824,Urban Analysis,MWEMBE TAYARI,current,2020-08-01,2020-09-30,1,23126,0.15
Aug 2020,KEN,17909824,Urban Analysis,MWEMBE TAYARI,current,2020-08-01,2020-09-30,2,53960,0.35
Aug 2020,KEN,17909824,Urban Analysis,MWEMBE TAYARI,current,2020-08-01,2020-09-30,3,61668,0.4
Aug 2020,KEN,17909824,Urban Analysis,MWEMBE TAYARI,current,2020-08-01,2020-09-30,4,15417,0.1
Aug 2020,KEN,17909824,Urban Analysis,MWEMBE TAYARI,current,2020-08-01,2020-09-30,5,0,0
Aug 2020,KEN,17909824,Urban Analysis,MWEMBE TAYARI,first projection,2020-10-01,2020-12-31,all,154171,1.0
Aug 2020,KEN,17909824,Urban Analysis,MWEMBE TAYARI,first projection,2020-10-01,2020-12-31,3+,69377,0.45
Aug 2020,KEN,17909824,Urban Analysis,MWEMBE TAYARI,first projection,2020-10-01,2020-12-31,1,23126,0.15
Aug 2020,KEN,17909824,Urban Analysis,MWEMBE TAYARI,first projection,2020-10-01,2020-12-31,2,61668,0.4
Aug 2020,KEN,17909824,Urban Analysis,MWEMBE TAYARI,first projection,2020-10-01,2020-12-31,3,53960,0.35
Aug 2020,KEN,17909824,Urban Analysis,MWEMBE TAYARI,first projection,2020-10-01,2020-12-31,4,15417,0.1
Aug 2020,KEN,17909824,Urban Analysis,MWEMBE TAYARI,first projection,2020-10-01,2020-12-31,5,0,0
Aug 2020,KEN,17909824,Urban Analysis,OBUNGA,current,2020-08-01,2020-09-30,all,91403,1.0
Aug 2020,KEN,17909824,Urban Analysis,OBUNGA,current,2020-08-01,2020-09-30,3+,27421,0.3
Aug 2020,KEN,17909824,Urban Analysis,OBUNGA,current,2020-08-01,2020-09-30,1,27421,0.3
Aug 2020,KEN,17909824,Urban Analysis,OBUNGA,current,2020-08-01,2020-09-30,2,36561,0.4
Aug 2020,KEN,17909824,Urban Analysis,OBUNGA,current,2020-08-01,2020-09-30,3,18281,0.2
Aug 2020,KEN,17909824,Urban Analysis,OBUNGA,current,2020-08-01,2020-09-30,4,9140,0.1
Aug 2020,KEN,17909824,Urban Analysis,OBUNGA,current,2020-08-01,2020-09-30,5,0,0
Aug 2020,KEN,17909824,Urban Analysis,OBUNGA,first projection,2020-10-01,2020-12-31,all,91403,1.0
Aug 2020,KEN,17909824,Urban Analysis,OBUNGA,first projection,2020-10-01,2020-12-31,3+,22851,0.25
Aug 2020,KEN,17909824,Urban Analysis,OBUNGA,first projection,2020-10-01,2020-12-31,1,27421,0.3
Aug 2020,KEN,17909824,Urban Analysis,OBUNGA,first projection,2020-10-01,2020-12-31,2,41131,0.45
Aug 2020,KEN,17909824,Urban Analysis,OBUNGA,first projection,2020-10-01,2020-12-31,3,18281,0.2
Aug 2020,KEN,17909824,Urban Analysis,OBUNGA,first projection,2020-10-01,2020-12-31,4,4570,0.05
Aug 2020,KEN,17909824,Urban Analysis,OBUNGA,first projection,2020-10-01,2020-12-31,5,0,0
Feb 2020,KEN,15152176,,Baringo,current,2020-02-01,2020-03-31,all,666783,1.0
Feb 2020,KEN,15152176,,Baringo,current,2020-02-01,2020-03-31,3+,33339,0.05
Feb 2020,KEN,15152176,,Baringo,current,2020-02-01,2020-03-31,1,466748,0.7
Feb 2020,KEN,15152176,,Baringo,current,2020-02-01,2020-03-31,2,166696,0.25
Feb 2020,KEN,15152176,,Baringo,current,2020-02-01,2020-03-31,3,33339,0.05
Feb 2020,KEN,15152176,,Baringo,current,2020-02-01,2020-03-31,4,0,0
Feb 2020,KEN,15152176,,Baringo,current,2020-02-01,2020-03-31,5,0,0
Feb 2020,KEN,15152176,,Baringo,first projection,2020-04-01,2020-07-31,all,666783,1.0
Feb 2020,KEN,15152176,,Baringo,first projection,2020-04-01,2020-07-31,3+,0,0
Feb 2020,KEN,15152176,,Baringo,first projection,2020-04-01,2020-07-31,1,566766,0.85
Feb 2020,KEN,15152176,,Baringo,first projection,2020-04-01,2020-07-31,2,100017,0.15
Feb 2020,KEN,15152176,,Baringo,first projection,2020-04-01,2020-07-31,3,0,0
Feb 2020,KEN,15152176,,Baringo,first projection,2020-04-01,2020-07-31,4,0,0
Feb 2020,KEN,15152176,,Baringo,first projection,2020-04-01,2020-07-31,5,0,0
Feb 2020,KEN,15152176,,Taita,current,2020-02-01,2020-03-31,all,340671,1.0
Feb 2020,KEN,15152176,,Taita,current,2020-02-01,2020-03-31,3+,17034,0.05
Feb 2020,KEN,15152176,,Taita,current,2020-02-01,2020-03-31,1,289570,0.85
Feb 2020,KEN,15152176,,Taita,current,2020-02-01,2020-03-31,2,34067,0.1
Feb 2020,KEN,15152176,,Taita,current,2020-02-01,2020-03-31,3,17034,0.05
Feb 2020,KEN,15152176,,Taita,current,2020-02-01,2020-03-31,4,0,0
Feb 2020,KEN,15152176,,Taita,current,2020-02-01,2020-03-31,5,0,0
Feb 2020,KEN,15152176,,Taita,first projection,2020-04-01,2020-07-31,all,340671,1.0
Feb 2020,KEN,15152176,,Taita,first projection,2020-04-01,2020-07-31,3+,17034,0.05
Feb 2020,KEN,15152176,,Taita,first projection,2020-04-01,2020-07-31,1,306604,0.9
Feb 2020,KEN,15152176,,Taita,first projection,2020-04-01,2020-07-31,2,17034,0.05
Feb 2020,KEN,15152176,,Taita,first projection,2020-04-01,2020-07-31,3,17034,0.05
Feb 2020,KEN,15152176,,Taita,first projection,2020-04-01,2020-07-31,4,0,0
Feb 2020,KEN,15152176,,Taita,first projection,2020-04-01,2020-07-31,5,0,0
Feb 2020,KEN,15152176,,Embu,current,2020-02-01,2020-03-31,all,272357,1.0
Feb 2020,KEN,15152176,,Embu,current,2020-02-01,2020-03-31,3+,0,0
Feb 2020,KEN,15152176,,Embu,current,2020-02-01,2020-03-31,1,231503,0.85
Feb 2020,KEN,15152176,,Embu,current,2020-02-01,2020-03-31,2,40854,0.15
Feb 2020,KEN,15152176,,Embu,current,2020-02-01,2020-03-31,3,0,0
Feb 2020,KEN,15152176,,Embu,current,2020-02-01,2020-03-31,4,0,0
Feb 2020,KEN,15152176,,Embu,current,2020-02-01,2020-03-31,5,0,0
Feb 2020,KEN,15152176,,Embu,first projection,2020-04-01,2020-07-31,all,272357,1.0
Feb 2020,KEN,15152176,,Embu,first projection,2020-04-01,2020-07-31,3+,13618,0.05
Feb 2020,KEN,15152176,,Embu,first projection,2020-04-01,2020-07-31,1,231503,0.85
Feb 2020,KEN,15152176,,Embu,first projection,2020-04-01,2020-07-31,2,27236,0.1
Feb 2020,KEN,15152176,,Embu,first projection,2020-04-01,2020-07-31,3,13618,0.05
Feb 2020,KEN,15152176,,Embu,first projection,2020-04-01,2020-07-31,4,0,0
Feb 2020,KEN,15152176,,Embu,first projection,2020-04-01,2020-07-31,5,0,0
Feb 2020,KEN,15152176,,Samburu,current,2020-02-01,2020-03-31,all,310327,1.0
Feb 2020,KEN,15152176,,Samburu,current,2020-02-01,2020-03-31,3+,46549,0.15
Feb 2020,KEN,15152176,,Samburu,current,2020-02-01,2020-03-31,1,155164,0.5
Feb 2020,KEN,15152176,,Samburu,current,2020-02-01,2020-03-31,2,108614,0.35
Feb 2020,KEN,15152176,,Samburu,current,2020-02-01,2020-03-31,3,31033,0.1
Feb 2020,KEN,15152176,,Samburu,current,2020-02-01,2020-03-31,4,15516,0.05
Feb 2020,KEN,15152176,,Samburu,current,2020-02-01,2020-03-31,5,0,0
Feb 2020,KEN,15152176,,Samburu,first projection,2020-04-01,2020-07-31,all,310327,1.0
Feb 2020,KEN,15152176,,Samburu,first projection,2020-04-01,2020-07-31,3+,31033,0.1
Feb 2020,KEN,15152176,,Samburu,first projection,2020-04-01,2020-07-31,1,201713,0.65
Feb 2020,KEN,15152176,,Samburu,first projection,2020-04-01,2020-07-31,2,77582,0.25
Feb 2020,KEN,15152176,,Samburu,first projection,2020-04-01,2020-07-31,3,31033,0.1
Feb 2020,KEN,15152176,,Samburu,first projection,2020-04-01,2020-07-31,4,0,0
Feb 2020,KEN,15152176,,Samburu,first projection,2020-04-01,2020-07-31,5,0,0
Feb 2020,KEN,15152176,,Narok,current,2020-02-01,2020-03-31,all,1157873,1.0
Feb 2020,KEN,15152176,,Narok,current,2020-02-01,2020-03-31,3+,0,0
Feb 2020,KEN,15152176,,Narok,current,2020-02-01,2020-03-31,1,1042086,0.9
Feb 2020,KEN,15152176,,Narok,current,2020-02-01,2020-03-31,2,115787,0.1
Feb 2020,KEN,15152176,,Narok,current,2020-02-01,2020-03-31,3,0,0
Feb 2020,KEN,15152176,,Narok,current,2020-02-01,2020-03-31,4,0,0
Feb 2020,KEN,15152176,,Narok,current,2020-02-01,2020-03-31,5,0,0
Feb 2020,KEN,15152176,,Narok,first projection,2020-04-01,2020-07-31,all,1157873,1.0
Feb 2020,KEN,15152176,,Narok,first projection,2020-04-01,2020-07-31,3+,0,0
Feb 2020,KEN,15152176,,Narok,first projection,2020-04-01,2020-07-31,1,1099979,0.95
Feb 2020,KEN,15152176,,Narok,first projection,2020-04-01,2020-07-31,2,57894,0.05
Feb 2020,KEN,15152176,,Narok,first projection,2020-04-01,2020-07-31,3,0,0
Feb 2020,KEN,15152176,,Narok,first projection,2020-04-01,2020-07-31,4,0,0
Feb 2020,KEN,15152176,,Narok,first projection,2020-04-01,2020-07-31,5,0,0
Feb 2020,KEN,15152176,,West pokot,current,2020-02-01,2020-03-31,all,621241,1.0
Feb 2020,KEN,15152176,,West pokot,current,2020-02-01,2020-03-31,3+,0,0
Feb 2020,KEN,15152176,,West pokot,current,2020-02-01,2020-03-31,1,590179,0.95
Feb 2020,KEN,15152176,,West pokot,current,2020-02-01,2020-03-31,2,31062,0.05
Feb 2020,KEN,15152176,,West pokot,current,2020-02-01,2020-03-31,3,0,0
Feb 2020,KEN,15152176,,West pokot,current,2020-02-01,2020-03-31,4,0,0
Feb 2020,KEN,15152176,,West pokot,current,2020-02-01,2020-03-31,5,0,0
Feb 2020,KEN,15152176,,West pokot,first projection,2020-04-01,2020-07-31,all,621241,1.0
Feb 2020,KEN,15152176,,West pokot,first projection,2020-04-01,2020-07-31,3+,0,0
Feb 2020,KEN,15152176,,West pokot,first projection,2020-04-01,2020-07-31,1,590179,0.95
Feb 2020,KEN,15152176,,West pokot,first projection,2020-04-01,2020-07-31,2,31062,0.05
Feb 2020,KEN,15152176,,West pokot,first projection,2020-04-01,2020-07-31,3,0,0
Feb 2020,KEN,15152176,,West pokot,first projection,2020-04-01,2020-07-31,4,0,0
Feb 2020,KEN,15152176,,West pokot,first projection,2020-04-01,2020-07-31,5,0,0
Feb 2020,KEN,15152176,,Garissa,current,2020-02-01,2020-03-31,all,841353,1.0
Feb 2020,KEN,15152176,,Garissa,current,2020-02-01,2020-03-31,3+,84135,0.1
Feb 2020,KEN,15152176,,Garissa,current,2020-02-01,2020-03-31,1,462744,0.55
Feb 2020,KEN,15152176,,Garissa,current,2020-02-01,2020-03-31,2,294474,0.35
Feb 2020,KEN,15152176,,Garissa,current,2020-02-01,2020-03-31,3,84135,0.1
Feb 2020,KEN,15152176,,Garissa,current,2020-02-01,2020-03-31,4,0,0
Feb 2020,KEN,15152176,,Garissa,current,2020-02-01,2020-03-31,5,0,0
Feb 2020,KEN,15152176,,Garissa,first projection,2020-04-01,2020-07-31,all,841353,1.0
Feb 2020,KEN,15152176,,Garissa,first projection,2020-04-01,2020-07-31,3+,42068,0.05
Feb 2020,KEN,15152176,,Garissa,first projection,2020-04-01,2020-07-31,1,504812,0.6
Feb 2020,KEN,15152176,,Garissa,first projection,2020-04-01,2020-07-31,2,294474,0.35
Feb 2020,KEN,15152176,,Garissa,first projection,2020-04-01,2020-07-31,3,42068,0.05
Feb 2020,KEN,15152176,,Garissa,first projection,2020-04-01,2020-07-31,4,0,0
Feb 2020,KEN,15152176,,Garissa,first projection,2020-04-01,2020-07-31,5,0,0
Feb 2020,KEN,15152176,,Mandera,current,2020-02-01,2020-03-31,all,867457,1.0
Feb 2020,KEN,15152176,,Mandera,current,2020-02-01,2020-03-31,3+,130119,0.15
Feb 2020,KEN,15152176,,Mandera,current,2020-02-01,2020-03-31,1,433729,0.5
Feb 2020,KEN,15152176,,Mandera,current,2020-02-01,2020-03-31,2,303610,0.35
Feb 2020,KEN,15152176,,Mandera,current,2020-02-01,2020-03-31,3,86746,0.1
Feb 2020,KEN,15152176,,Mandera,current,2020-02-01,2020-03-31,4,43373,0.05
Feb 2020,KEN,15152176,,Mandera,current,2020-02-01,2020-03-31,5,0,0
Feb 2020,KEN,15152176,,Mandera,first projection,2020-04-01,2020-07-31,all,867457,1.0
Feb 2020,KEN,15152176,,Mandera,first projection,2020-04-01,2020-07-31,3+,86746,0.1
Feb 2020,KEN,15152176,,Mandera,first projection,2020-04-01,2020-07-31,1,433729,0.5
Feb 2020,KEN,15152176,,Mandera,first projection,2020-04-01,2020-07-31,2,346983,0.4
Feb 2020,KEN,15152176,,Mandera,first projection,2020-04-01,2020-07-31,3,86746,0.1
Feb 2020,KEN,15152176,,Mandera,first projection,2020-04-01,2020-07-31,4,0,0
Feb 2020,KEN,15152176,,Mandera,first projection,2020-04-01,2020-07-31,5,0,0
Feb 2020,KEN,15152176,,Meru,current,2020-02-01,2020-03-31,all,764885,1.0
Feb 2020,KEN,15152176,,Meru,current,2020-02-01,2020-03-31,3+,38244,0.05
Feb 2020,KEN,15152176,,Meru,current,2020-02-01,2020-03-31,1,650152,0.85
Feb 2020,KEN,15152176,,Meru,current,2020-02-01,2020-03-31,2,76489,0.1
Feb 2020,KEN,15152176,,Meru,current,2020-02-01,2020-03-31,3,38244,0.05
Feb 2020,KEN,15152176,,Meru,current,2020-02-01,2020-03-31,4,0,0
Feb 2020,KEN,15152176,,Meru,current,2020-02-01,2020-03-31,5,0,0
Feb 2020,KEN,15152176,,Meru,first projection,2020-04-01,2020-07-31,all,764885,1.0
Feb 2020,KEN,15152176,,Meru,first projection,2020-04-01,2020-07-31,3+,38244,0.05
Feb 2020,KEN,15152176,,Meru,first projection,2020-04-01,2020-07-31,1,650152,0.85
Feb 2020,KEN,15152176,,Meru,first projection,2020-04-01,2020-07-31,2,76489,0.1
Feb 2020,KEN,15152176,,Meru,first projection,2020-04-01,2020-07-31,3,38244,0.05
Feb 2020,KEN,15152176,,Meru,first projection,2020-04-01,2020-07-31,4,0,0
Feb 2020,KEN,15152176,,Meru,first projection,2020-04-01,2020-07-31,5,0,0
Feb 2020,KEN,15152176,,Isiolo,current,2020-02-01,2020-03-31,all,268002,1.0
Feb 2020,KEN,15152176,,Isiolo,current,2020-02-01,2020-03-31,3+,40200,0.15
Feb 2020,KEN,15152176,,Isiolo,current,2020-02-01,2020-03-31,1,134001,0.5
Feb 2020,KEN,15152176,,Isiolo,current,2020-02-01,2020-03-31,2,93801,0.35
Feb 2020,KEN,15152176,,Isiolo,current,2020-02-01,2020-03-31,3,26800,0.1
Feb 2020,KEN,15152176,,Isiolo,current,2020-02-01,2020-03-31,4,13400,0.05
Feb 2020,KEN,15152176,,Isiolo,current,2020-02-01,2020-03-31,5,0,0
Feb 2020,KEN,15152176,,Isiolo,first projection,2020-04-01,2020-07-31,all,268002,1.0
Feb 2020,KEN,15152176,,Isiolo,first projection,2020-04-01,2020-07-31,3+,26800,0.1
Feb 2020,KEN,15152176,,Isiolo,first projection,2020-04-01,2020-07-31,1,147401,0.55
Feb 2020,KEN,15152176,,Isiolo,first projection,2020-04-01,2020-07-31,2,93801,0.35
Feb 2020,KEN,15152176,,Isiolo,first projection,2020-04-01,2020-07-31,3,26800,0.1
Feb 2020,KEN,15152176,,Isiolo,first projection,2020-04-01,2020-07-31,4,0,0
Feb 2020,KEN,15152176,,Isiolo,first projection,2020-04-01,2020-07-31,5,0,0
Feb 2020,KEN,15152176,,Wajir,current,2020-02-01,2020-03-31,all,781260,1.0
Feb 2020,KEN,15152176,,Wajir,current,2020-02-01,2020-03-31,3+,117189,0.15
Feb 2020,KEN,15152176,,Wajir,current,2020-02-01,2020-03-31,1,273441,0.35
Feb 2020,KEN,15152176,,Wajir,current,2020-02-01,2020-03-31,2,390630,0.5
Feb 2020,KEN,15152176,,Wajir,current,2020-02-01,2020-03-31,3,78126,0.1
Feb 2020,KEN,15152176,,Wajir,current,2020-02-01,2020-03-31,4,39063,0.05
Feb 2020,KEN,15152176,,Wajir,current,2020-02-01,2020-03-31,5,0,0
Feb 2020,KEN,15152176,,Wajir,first projection,2020-04-01,2020-07-31,all,781260,1.0
Feb 2020,KEN,15152176,,Wajir,first projection,2020-04-01,2020-07-31,3+,78126,0.1
Feb 2020,KEN,15152176,,Wajir,first projection,2020-04-01,2020-07-31,1,312504,0.4
Feb 2020,KEN,15152176,,Wajir,first projection,2020-04-01,2020-07-31,2,390630,0.5
Feb 2020,KEN,15152176,,Wajir,first projection,2020-04-01,2020-07-31,3,78126,0.1
Feb 2020,KEN,15152176,,Wajir,first projection,2020-04-01,2020-07-31,4,0,0
Feb 2020,KEN,15152176,,Wajir,first projection,2020-04-01,2020-07-31,5,0,0
Feb 2020,KEN,15152176,,Tana river,current,2020-02-01,2020-03-31,all,315943,1.0
Feb 2020,KEN,15152176,,Tana river,current,2020-02-01,2020-03-31,3+,47391,0.15
Feb 2020,KEN,15152176,,Tana river,current,2020-02-01,2020-03-31,1,126377,0.4
Feb 2020,KEN,15152176,,Tana river,current,2020-02-01,2020-03-31,2,142174,0.45
Feb 2020,KEN,15152176,,Tana river,current,2020-02-01,2020-03-31,3,47391,0.15
Feb 2020,KEN,15152176,,Tana river,current,2020-02-01,2020-03-31,4,0,0
Feb 2020,KEN,15152176,,Tana river,current,2020-02-01,2020-03-31,5,0,0
Feb 2020,KEN,15152176,,Tana river,first projection,2020-04-01,2020-07-31,all,315943,1.0
Feb 2020,KEN,15152176,,Tana river,first projection,2020-04-01,2020-07-31,3+,47391,0.15
Feb 2020,KEN,15152176,,Tana river,first projection,2020-04-01,2020-07-31,1,126377,0.4
Feb 2020,KEN,15152176,,Tana river,first projection,2020-04-01,2020-07-31,2,142174,0.45
Feb 2020,KEN,15152176,,Tana river,first projection,2020-04-01,2020-07-31,3,47391,0.15
Feb 2020,KEN,15152176,,Tana river,first projection,2020-04-01,2020-07-31,4,0,0
Feb 2020,KEN,15152176,,Tana river,first projection,2020-04-01,2020-07-31,5,0,0
Feb 2020,KEN,15152176,,Kitui,current,2020-02-01,2020-03-31,all,1136187,1.0
Feb 2020,KEN,15152176,,Kitui,current,2020-02-01,2020-03-31,3+,56809,0.05
Feb 2020,KEN,15152176,,Kitui,current,2020-02-01,2020-03-31,1,965759,0.85
Feb 2020,KEN,15152176,,Kitui,current,2020-02-01,2020-03-31,2,113619,0.1
Feb 2020,KEN,15152176,,Kitui,current,2020-02-01,2020-03-31,3,56809,0.05
Feb 2020,KEN,15152176,,Kitui,current,2020-02-01,2020-03-31,4,0,0
Feb 2020,KEN,15152176,,Kitui,current,2020-02-01,2020-03-31,5,0,0
Feb 2020,KEN,15152176,,Kitui,first projection,2020-04-01,2020-07-31,all,1136187,1.0
Feb 2020,KEN,15152176,,Kitui,first projection,2020-04-01,2020-07-31,3+,56809,0.05
Feb 2020,KEN,15152176,,Kitui,first projection,2020-04-01,2020-07-31,1,965759,0.85
Feb 2020,KEN,15152176,,Kitui,first projection,2020-04-01,2020-07-31,2,113619,0.1
Feb 2020,KEN,15152176,,Kitui,first projection,2020-04-01,2020-07-31,3,56809,0.05
Feb 2020,KEN,15152176,,Kitui,first projection,2020-04-01,2020-07-31,4,0,0
Feb 2020,KEN,15152176,,Kitui,first projection,2020-04-01,2020-07-31,5,0,0
Feb 2020,KEN,15152176,,Kajiado,current,2020-02-01,2020-03-31,all,1117840,1.0
Feb 2020,KEN,15152176,,Kajiado,current,2020-02-01,2020-03-31,3+,55892,0.05
Feb 2020,KEN,15152176,,Kajiado,current,2020-02-01,2020-03-31,1,614812,0.55
Feb 2020,KEN,15152176,,Kajiado,current,2020-02-01,2020-03-31,2,447136,0.4
Feb 2020,KEN,15152176,,Kajiado,current,2020-02-01,2020-03-31,3,55892,0.05
Feb 2020,KEN,15152176,,Kajiado,current,2020-02-01,2020-03-31,4,0,0
