Date of analysis,Country,Total country population,Level 1,Area,Validity period,From,To,Phase,Number,Percentage
Feb 2022,KEN,15152179,,Baringo,current,2022-02-01,2022-02-28,all,666783,1.0
Feb 2022,KEN,15152179,,Baringo,current,2022-02-01,2022-02-28,3+,233374,0.35
Feb 2022,KEN,15152179,,Baringo,current,2022-02-01,2022-02-28,1,200035,0.3
Feb 2022,KEN,15152179,,Baringo,current,2022-02-01,2022-02-28,2,233374,0.35
Feb 2022,KEN,15152179,,Baringo,current,2022-02-01,2022-02-28,3,200035,0.3
Feb 2022,KEN,15152179,,Baringo,current,2022-02-01,2022-02-28,4,33339,0.05
Feb 2022,KEN,15152179,,Baringo,current,2022-02-01,2022-02-28,5,0,0
Feb 2022,KEN,15152179,,Baringo,first projection,2022-03-01,2022-06-30,all,666783,1.0
Feb 2022,KEN,15152179,,Baringo,first projection,2022-03-01,2022-06-30,3+,266713,0.4
Feb 2022,KEN,15152179,,Baringo,first projection,2022-03-01,2022-06-30,1,166696,0.25
Feb 2022,KEN,15152179,,Baringo,first projection,2022-03-01,2022-06-30,2,233374,0.35
Feb 2022,KEN,15152179,,Baringo,first projection,2022-03-01,2022-06-30,3,233374,0.35
Feb 2022,KEN,15152179,,Baringo,first projection,2022-03-01,2022-06-30,4,33339,0.05
Feb 2022,KEN,15152179,,Baringo,first projection,2022-03-01,2022-06-30,5,0,0
Feb 2022,KEN,15152179,,Embu,current,2022-02-01,2022-02-28,all,272357,1.0
Feb 2022,KEN,15152179,,Embu,current,2022-02-01,2022-02-28,3+,13618,0.05
Feb 2022,KEN,15152179,,Embu,current,2022-02-01,2022-02-28,1,204268,0.75
Feb 2022,KEN,15152179,,Embu,current,2022-02-01,2022-02-28,2,54471,0.2
Feb 2022,KEN,15152179,,Embu,current,2022-02-01,2022-02-28,3,13618,0.05
Feb 2022,KEN,15152179,,Embu,current,2022-02-01,2022-02-28,4,0,0
Feb 2022,KEN,15152179,,Embu,current,2022-02-01,2022-02-28,5,0,0
Feb 2022,KEN,15152179,,Embu,first projection,2022-03-01,2022-06-30,all,272357,1.0
Feb 2022,KEN,15152179,,Embu,first projection,2022-03-01,2022-06-30,3+,27236,0.1
Feb 2022,KEN,15152179,,Embu,first projection,2022-03-01,2022-06-30,1,177032,0.65
Feb 2022,KEN,15152179,,Embu,first projection,2022-03-01,2022-06-30,2,68089,0.25
Feb 2022,KEN,15152179,,Embu,first projection,2022-03-01,2022-06-30,3,27236,0.1
Feb 2022,KEN,15152179,,Embu,first projection,2022-03-01,2022-06-30,4,0,0
Feb 2022,KEN,15152179,,Embu,first projection,2022-03-01,2022-06-30,5,0,0
Feb 2022,KEN,15152179,,Garissa,current,2022-02-01,2022-02-28,all,841353,1.0
Feb 2022,KEN,15152179,,Garissa,current,2022-02-01,2022-02-28,3+,210339,0.25
Feb 2022,KEN,15152179,,Garissa,current,2022-02-01,2022-02-28,1,378609,0.45
Feb 2022,KEN,15152179,,Garissa,current,2022-02-01,2022-02-28,2,252406,0.3
Feb 2022,KEN,15152179,,Garissa,current,2022-02-01,2022-02-28,3,168271,0.2
Feb 2022,KEN,15152179,,Garissa,current,2022-02-01,2022-02-28,4,42068,0.05
Feb 2022,KEN,15152179,,Garissa,current,2022-02-01,2022-02-28,5,0,0
Feb 2022,KEN,15152179,,Garissa,first projection,2022-03-01,2022-06-30,all,841353,1.0
Feb 2022,KEN,15152179,,Garissa,first projection,2022-03-01,2022-06-30,3+,252406,0.3
Feb 2022,KEN,15152179,,Garissa,first projection,2022-03-01,2022-06-30,1,336541,0.4
Feb 2022,KEN,15152179,,Garissa,first projection,2022-03-01,2022-06-30,2,252406,0.3
Feb 2022,KEN,15152179,,Garissa,first projection,2022-03-01,2022-06-30,3,168271,0.2
Feb 2022,KEN,15152179,,Garissa,first projection,2022-03-01,2022-06-30,4,84135,0.1
Feb 2022,KEN,15152179,,Garissa,first projection,2022-03-01,2022-06-30,5,0,0
Feb 2022,KEN,15152179,,Kajiado,current,2022-02-01,2022-02-28,all,1117840,1.0
Feb 2022,KEN,15152179,,Kajiado,current,2022-02-01,2022-02-28,3+,111784,0.1
Feb 2022,KEN,15152179,,Kajiado,current,2022-02-01,2022-02-28,1,614812,0.55
Feb 2022,KEN,15152179,,Kajiado,current,2022-02-01,2022-02-28,2,391244,0.35
Feb 2022,KEN,15152179,,Kajiado,current,2022-02-01,2022-02-28,3,111784,0.1
Feb 2022,KEN,15152179,,Kajiado,current,2022-02-01,2022-02-28,4,0,0
Feb 2022,KEN,15152179,,Kajiado,current,2022-02-01,2022-02-28,5,0,0
Feb 2022,KEN,15152179,,Kajiado,first projection,2022-03-01,2022-06-30,all,1117840,1.0
Feb 2022,KEN,15152179,,Kajiado,first projection,2022-03-01,2022-06-30,3+,111784,0.1
Feb 2022,KEN,15152179,,Kajiado,first projection,2022-03-01,2022-06-30,1,558920,0.5
Feb 2022,KEN,15152179,,Kajiado,first projection,2022-03-01,2022-06-30,2,447136,0.4
Feb 2022,KEN,15152179,,Kajiado,first projection,2022-03-01,2022-06-30,3,111784,0.1
Feb 2022,KEN,15152179,,Kajiado,first projection,2022-03-01,2022-06-30,4,0,0
Feb 2022,KEN,15152179,,Kajiado,first projection,2022-03-01,2022-06-30,5,0,0
Feb 2022,KEN,15152179,,Kwale,current,2022-02-01,2022-02-28,all,866820,1.0
Feb 2022,KEN,15152179,,Kwale,current,2022-02-01,2022-02-28,3+,130023,0.15
Feb 2022,KEN,15152179,,Kwale,current,2022-02-01,2022-02-28,1,433410,0.5
Feb 2022,KEN,15152179,,Kwale,current,2022-02-01,2022-02-28,2,303387,0.35
Feb 2022,KEN,15152179,,Kwale,current,2022-02-01,2022-02-28,3,130023,0.15
Feb 2022,KEN,15152179,,Kwale,current,2022-02-01,2022-02-28,4,0,0
Feb 2022,KEN,15152179,,Kwale,current,2022-02-01,2022-02-28,5,0,0
Feb 2022,KEN,15152179,,Kwale,first projection,2022-03-01,2022-06-30,all,866820,1.0
Feb 2022,KEN,15152179,,Kwale,first projection,2022-03-01,2022-06-30,3+,130023,0.15
Feb 2022,KEN,15152179,,Kwale,first projection,2022-03-01,2022-06-30,1,390069,0.45
Feb 2022,KEN,15152179,,Kwale,first projection,2022-03-01,2022-06-30,2,346728,0.4
Feb 2022,KEN,15152179,,Kwale,first projection,2022-03-01,2022-06-30,3,86682,0.1
Feb 2022,KEN,15152179,,Kwale,first projection,2022-03-01,2022-06-30,4,43341,0.05
Feb 2022,KEN,15152179,,Kwale,first projection,2022-03-01,2022-06-30,5,0,0
Feb 2022,KEN,15152179,,Laikipia,current,2022-02-01,2022-02-28,all,518560,1.0
Feb 2022,KEN,15152179,,Laikipia,current,2022-02-01,2022-02-28,3+,51856,0.1
Feb 2022,KEN,15152179,,Laikipia,current,2022-02-01,2022-02-28,1,207424,0.4
Feb 2022,KEN,15152179,,Laikipia,current,2022-02-01,2022-02-28,2,259280,0.5
Feb 2022,KEN,15152179,,Laikipia,current,2022-02-01,2022-02-28,3,51856,0.1
Feb 2022,KEN,15152179,,Laikipia,current,2022-02-01,2022-02-28,4,0,0
Feb 2022,KEN,15152179,,Laikipia,current,2022-02-01,2022-02-28,5,0,0
Feb 2022,KEN,15152179,,Laikipia,first projection,2022-03-01,2022-06-30,all,518560,1.0
Feb 2022,KEN,15152179,,Laikipia,first projection,2022-03-01,2022-06-30,3+,77784,0.15
Feb 2022,KEN,15152179,,Laikipia,first projection,2022-03-01,2022-06-30,1,207424,0.4
Feb 2022,KEN,15152179,,Laikipia,first projection,2022-03-01,2022-06-30,2,233352,0.45
Feb 2022,KEN,15152179,,Laikipia,first projection,2022-03-01,2022-06-30,3,77784,0.15
Feb 2022,KEN,15152179,,Laikipia,first projection,2022-03-01,2022-06-30,4,0,0
Feb 2022,KEN,15152179,,Laikipia,first projection,2022-03-01,2022-06-30,5,0,0
Feb 2022,KEN,15152179,,Makueni,current,2022-02-01,2022-02-28,all,987653,1.0
Feb 2022,KEN,15152179,,Makueni,current,2022-02-01,2022-02-28,3+,98765,0.1
Feb 2022,KEN,15152179,,Makueni,current,2022-02-01,2022-02-28,1,592592,0.6
Feb 2022,KEN,15152179,,Makueni,current,2022-02-01,2022-02-28,2,296296,0.3
Feb 2022,KEN,15152179,,Makueni,current,2022-02-01,2022-02-28,3,98765,0.1
Feb 2022,KEN,15152179,,Makueni,current,2022-02-01,2022-02-28,4,0,0
Feb 2022,KEN,15152179,,Makueni,current,2022-02-01,2022-02-28,5,0,0
Feb 2022,KEN,15152179,,Makueni,first projection,2022-03-01,2022-06-30,all,987653,1.0
Feb 2022,KEN,15152179,,Makueni,first projection,2022-03-01,2022-06-30,3+,98765,0.1
Feb 2022,KEN,15152179,,Makueni,first projection,2022-03-01,2022-06-30,1,543209,0.55
Feb 2022,KEN,15152179,,Makueni,first projection,2022-03-01,2022-06-30,2,345679,0.35
Feb 2022,KEN,15152179,,Makueni,first projection,2022-03-01,2022-06-30,3,98765,0.1
Feb 2022,KEN,15152179,,Makueni,first projection,2022-03-01,2022-06-30,4,0,0
Feb 2022,KEN,15152179,,Makueni,first projection,2022-03-01,2022-06-30,5,0,0
Feb 2022,KEN,15152179,,Mandera,current,2022-02-01,2022-02-28,all,867457,1.0
Feb 2022,KEN,15152179,,Mandera,current,2022-02-01,2022-02-28,3+,303610,0.35
Feb 2022,KEN,15152179,,Mandera,current,2022-02-01,2022-02-28,1,260237,0.3
Feb 2022,KEN,15152179,,Mandera,current,2022-02-01,2022-02-28,2,303610,0.35
Feb 2022,KEN,15152179,,Mandera,current,2022-02-01,2022-02-28,3,216864,0.25
Feb 2022,KEN,15152179,,Mandera,current,2022-02-01,2022-02-28,4,86746,0.1
Feb 2022,KEN,15152179,,Mandera,current,2022-02-01,2022-02-28,5,0,0
Feb 2022,KEN,15152179,,Mandera,first projection,2022-03-01,2022-06-30,all,867457,1.0
Feb 2022,KEN,15152179,,Mandera,first projection,2022-03-01,2022-06-30,3+,346983,0.4
Feb 2022,KEN,15152179,,Mandera,first projection,2022-03-01,2022-06-30,1,260237,0.3
Feb 2022,KEN,15152179,,Mandera,first projection,2022-03-01,2022-06-30,2,260237,0.3
Feb 2022,KEN,15152179,,Mandera,first projection,2022-03-01,2022-06-30,3,260237,0.3
Feb 2022,KEN,15152179,,Mandera,first projection,2022-03-01,2022-06-30,4,86746,0.1
Feb 2022,KEN,15152179,,Mandera,first projection,2022-03-01,2022-06-30,5,0,0
Feb 2022,KEN,15152179,,Marsabit,current,2022-02-01,2022-02-28,all,459785,1.0
Feb 2022,KEN,15152179,,Marsabit,current,2022-02-01,2022-02-28,3+,229893,0.5
Feb 2022,KEN,15152179,,Marsabit,current,2022-02-01,2022-02-28,1,45979,0.1
Feb 2022,KEN,15152179,,Marsabit,current,2022-02-01,2022-02-28,2,183914,0.4
Feb 2022,KEN,15152179,,Marsabit,current,2022-02-01,2022-02-28,3,160925,0.35
Feb 2022,KEN,15152179,,Marsabit,current,2022-02-01,2022-02-28,4,68968,0.15
Feb 2022,KEN,15152179,,Marsabit,current,2022-02-01,2022-02-28,5,0,0
Feb 2022,KEN,15152179,,Marsabit,first projection,2022-03-01,2022-06-30,all,459785,1.0
Feb 2022,KEN,15152179,,Marsabit,first projection,2022-03-01,2022-06-30,3+,252882,0.55
Feb 2022,KEN,15152179,,Marsabit,first projection,2022-03-01,2022-06-30,1,45979,0.1
Feb 2022,KEN,15152179,,Marsabit,first projection,2022-03-01,2022-06-30,2,160925,0.35
Feb 2022,KEN,15152179,,Marsabit,first projection,2022-03-01,2022-06-30,3,160925,0.35
Feb 2022,KEN,15152179,,Marsabit,first projection,2022-03-01,2022-06-30,4,91957,0.2
Feb 2022,KEN,15152179,,Marsabit,first projection,2022-03-01,2022-06-30,5,0,0
Feb 2022,KEN,15152179,,Nyeri,current,2022-02-01,2022-02-28,all,198901,1.0
Feb 2022,KEN,15152179,,Nyeri,current,2022-02-01,2022-02-28,3+,19890,0.1
Feb 2022,KEN,15152179,,Nyeri,current,2022-02-01,2022-02-28,1,109396,0.55
Feb 2022,KEN,15152179,,Nyeri,current,2022-02-01,2022-02-28,2,69615,0.35
Feb 2022,KEN,15152179,,Nyeri,current,2022-02-01,2022-02-28,3,19890,0.1
Feb 2022,KEN,15152179,,Nyeri,current,2022-02-01,2022-02-28,4,0,0
Feb 2022,KEN,15152179,,Nyeri,current,2022-02-01,2022-02-28,5,0,0
Feb 2022,KEN,15152179,,Nyeri,first projection,2022-03-01,2022-06-30,all,198901,1.0
Feb 2022,KEN,15152179,,Nyeri,first projection,2022-03-01,2022-06-30,3+,19890,0.1
Feb 2022,KEN,15152179,,Nyeri,first projection,2022-03-01,2022-06-30,1,109396,0.55
Feb 2022,KEN,15152179,,Nyeri,first projection,2022-03-01,2022-06-30,2,69615,0.35
Feb 2022,KEN,15152179,,Nyeri,first projection,2022-03-01,2022-06-30,3,19890,0.1
Feb 2022,KEN,15152179,,Nyeri,first projection,2022-03-01,2022-06-30,4,0,0
Feb 2022,KEN,15152179,,Nyeri,first projection,2022-03-01,2022-06-30,5,0,0
Feb 2022,KEN,15152179,,Samburu,current,2022-02-01,2022-02-28,all,310327,1.0
Feb 2022,KEN,15152179,,Samburu,current,2022-02-01,2022-02-28,3+,108615,0.35
Feb 2022,KEN,15152179,,Samburu,current,2022-02-01,2022-02-28,1,77582,0.25
Feb 2022,KEN,15152179,,Samburu,current,2022-02-01,2022-02-28,2,124131,0.4
Feb 2022,KEN,15152179,,Samburu,current,2022-02-01,2022-02-28,3,77582,0.25
Feb 2022,KEN,15152179,,Samburu,current,2022-02-01,2022-02-28,4,31033,0.1
Feb 2022,KEN,15152179,,Samburu,current,2022-02-01,2022-02-28,5,0,0
Feb 2022,KEN,15152179,,Samburu,first projection,2022-03-01,2022-06-30,all,310327,1.0
Feb 2022,KEN,15152179,,Samburu,first projection,2022-03-01,2022-06-30,3+,108614,0.35
Feb 2022,KEN,15152179,,Samburu,first projection,2022-03-01,2022-06-30,1,77582,0.25
Feb 2022,KEN,15152179,,Samburu,first projection,2022-03-01,2022-06-30,2,124131,0.4
Feb 2022,KEN,15152179,,Samburu,first projection,2022-03-01,2022-06-30,3,93098,0.3
Feb 2022,KEN,15152179,,Samburu,first projection,2022-03-01,2022-06-30,4,15516,0.05
Feb 2022,KEN,15152179,,Samburu,first projection,2022-03-01,2022-06-30,5,0,0
Feb 2022,KEN,15152179,,Taita,current,2022-02-01,2022-02-28,all,340671,1.0
Feb 2022,KEN,15152179,,Taita,current,2022-02-01,2022-02-28,3+,34067,0.1
Feb 2022,KEN,15152179,,Taita,current,2022-02-01,2022-02-28,1,204403,0.6
Feb 2022,KEN,15152179,,Taita,current,2022-02-01,2022-02-28,2,102201,0.3
Feb 2022,KEN,15152179,,Taita,current,2022-02-01,2022-02-28,3,34067,0.1
Feb 2022,KEN,15152179,,Taita,current,2022-02-01,2022-02-28,4,0,0
Feb 2022,KEN,15152179,,Taita,current,2022-02-01,2022-02-28,5,0,0
Feb 2022,KEN,15152179,,Taita,first projection,2022-03-01,2022-06-30,all,340671,1.0
Feb 2022,KEN,15152179,,Taita,first projection,2022-03-01,2022-06-30,3+,34067,0.1
Feb 2022,KEN,15152179,,Taita,first projection,2022-03-01,2022-06-30,1,187369,0.55
Feb 2022,KEN,15152179,,Taita,first projection,2022-03-01,2022-06-30,2,119235,0.35
Feb 2022,KEN,15152179,,Taita,first projection,2022-03-01,2022-06-30,3,34067,0.1
Feb 2022,KEN,15152179,,Taita,first projection,2022-03-01,2022-06-30,4,0,0
Feb 2022,KEN,15152179,,Taita,first projection,2022-03-01,2022-06-30,5,0,0
Feb 2022,KEN,15152179,,West pokot,current,2022-02-01,2022-02-28,all,621241,1.0
Feb 2022,KEN,15152179,,West pokot,current,2022-02-01,2022-02-28,3+,31062,0.05
Feb 2022,KEN,15152179,,West pokot,current,2022-02-01,2022-02-28,1,496993,0.8
Feb 2022,KEN,15152179,,West pokot,current,2022-02-01,2022-02-28,2,93186,0.15
Feb 2022,KEN,15152179,,West pokot,current,2022-02-01,2022-02-28,3,31062,0.05
Feb 2022,KEN,15152179,,West pokot,current,2022-02-01,2022-02-28,4,0,0
Feb 2022,KEN,15152179,,West pokot,current,2022-02-01,2022-02-28,5,0,0
Feb 2022,KEN,15152179,,West pokot,first projection,2022-03-01,2022-06-30,all,621241,1.0
Feb 2022,KEN,15152179,,West pokot,first projection,2022-03-01,2022-06-30,3+,62124,0.1
Feb 2022,KEN,15152179,,West pokot,first projection,2022-03-01,2022-06-30,1,465931,0.75
Feb 2022,KEN,15152179,,West pokot,first projection,2022-03-01,2022-06-30,2,93186,0.15
Feb 2022,KEN,15152179,,West pokot,first projection,2022-03-01,2022-06-30,3,62124,0.1
Feb 2022,KEN,15152179,,West pokot,first projection,2022-03-01,2022-06-30,4,0,0
Feb 2022,KEN,15152179,,West pokot,first projection,2022-03-01,2022-06-30,5,0,0
Feb 2022,KEN,15152179,,Tharaka,current,2022-02-01,2022-02-28,all,133595,1.0
Feb 2022,KEN,15152179,,Tharaka,current,2022-02-01,2022-02-28,3+,13360,0.1
Feb 2022,KEN,15152179,,Tharaka,current,2022-02-01,2022-02-28,1,46758,0.35
Feb 2022,KEN,15152179,,Tharaka,current,2022-02-01,2022-02-28,2,73477,0.55
Feb 2022,KEN,15152179,,Tharaka,current,2022-02-01,2022-02-28,3,13360,0.1
Feb 2022,KEN,15152179,,Tharaka,current,2022-02-01,2022-02-28,4,0,0
Feb 2022,KEN,15152179,,Tharaka,current,2022-02-01,2022-02-28,5,0,0
Feb 2022,KEN,15152179,,Tharaka,first projection,2022-03-01,2022-06-30,all,133595,1.0
Feb 2022,KEN,15152179,,Tharaka,first projection,2022-03-01,2022-06-30,3+,20039,0.15
Feb 2022,KEN,15152179,,Tharaka,first projection,2022-03-01,2022-06-30,1,46758,0.35
Feb 2022,KEN,15152179,,Tharaka,first projection,2022-03-01,2022-06-30,2,66798,0.5
Feb 2022,KEN,15152179,,Tharaka,first projection,2022-03-01,2022-06-30,3,20039,0.15
Feb 2022,KEN,15152179,,Tharaka,first projection,2022-03-01,2022-06-30,4,0,0
Feb 2022,KEN,15152179,,Tharaka,first projection,2022-03-01,2022-06-30,5,0,0
Feb 2022,KEN,15152179,,Wajir,current,2022-02-01,2022-02-28,all,781263,1.0
Feb 2022,KEN,15152179,,Wajir,current,2022-02-01,2022-02-28,3+,273442,0.35
Feb 2022,KEN,15152179,,Wajir,current,2022-02-01,2022-02-28,1,117189,0.15
Feb 2022,KEN,15152179,,Wajir,current,2022-02-01,2022-02-28,2,390632,0.5
Feb 2022,KEN,15152179,,Wajir,current,2022-02-01,2022-02-28,3,234379,0.3
Feb 2022,KEN,15152179,,Wajir,current,2022-02-01,2022-02-28,4,39063,0.05
Feb 2022,KEN,15152179,,Wajir,current,2022-02-01,2022-02-28,5,0,0
Feb 2022,KEN,15152179,,Wajir,first projection,2022-03-01,2022-06-30,all,781263,1.0
Feb 2022,KEN,15152179,,Wajir,first projection,2022-03-01,2022-06-30,3+,351568,0.45
Feb 2022,KEN,15152179,,Wajir,first projection,2022-03-01,2022-06-30,1,78126,0.1
Feb 2022,KEN,15152179,,Wajir,first projection,2022-03-01,2022-06-30,2,351568,0.45
Feb 2022,KEN,15152179,,Wajir,first projection,2022-03-01,2022-06-30,3,273442,0.35
Feb 2022,KEN,15152179,,Wajir,first projection,2022-03-01,2022-06-30,4,78126,0.1
Feb 2022,KEN,15152179,,Wajir,first projection,2022-03-01,2022-06-30,5,0,0
Feb 2022,KEN,15152179,,TANA RIVER,current,2022-02-01,2022-02-28,all,315943,1.0
Feb 2022,KEN,15152179,,TANA RIVER,current,2022-02-01,2022-02-28,3+,78986,0.25
Feb 2022,KEN,15152179,,TANA RIVER,current,2022-02-01,2022-02-28,1,78986,0.25
Feb 2022,KEN,15152179,,TANA RIVER,current,2022-02-01,2022-02-28,2,157972,0.5
Feb 2022,KEN,15152179,,TANA RIVER,current,2022-02-01,2022-02-28,3,63189,0.2
Feb 2022,KEN,15152179,,TANA RIVER,current,2022-02-01,2022-02-28,4,15797,0.05
Feb 2022,KEN,15152179,,TANA RIVER,current,2022-02-01,2022-02-28,5,0,0
Feb 2022,KEN,15152179,,TANA RIVER,first projection,2022-03-01,2022-06-30,all,315943,1.0
Feb 2022,KEN,15152179,,TANA RIVER,first projection,2022-03-01,2022-06-30,3+,126377,0.4
Feb 2022,KEN,15152179,,TANA RIVER,first projection,2022-03-01,2022-06-30,1,63189,0.2
Feb 2022,KEN,15152179,,TANA RIVER,first projection,2022-03-01,2022-06-30,2,126377,0.4
Feb 2022,KEN,15152179,,TANA RIVER,first projection,2022-03-01,2022-06-30,3,94783,0.3
Feb 2022,KEN,15152179,,TANA RIVER,first projection,2022-03-01,2022-06-30,4,31594,0.1
Feb 2022,KEN,15152179,,TANA RIVER,first projection,2022-03-01,2022-06-30,5,0,0
Feb 2022,KEN,15152179,,Kitui,current,2022-02-01,2022-02-28,all,1136187,1.0
Feb 2022,KEN,15152179,,Kitui,current,2022-02-01,2022-02-28,3+,227237,0.2
Feb 2022,KEN,15152179,,Kitui,current,2022-02-01,2022-02-28,1,624903,0.55
Feb 2022,KEN,15152179,,Kitui,current,2022-02-01,2022-02-28,2,284047,0.25
Feb 2022,KEN,15152179,,Kitui,current,2022-02-01,2022-02-28,3,170428,0.15
Feb 2022,KEN,15152179,,Kitui,current,2022-02-01,2022-02-28,4,56809,0.05
Feb 2022,KEN,15152179,,Kitui,current,2022-02-01,2022-02-28,5,0,0
Feb 2022,KEN,15152179,,Kitui,first projection,2022-03-01,2022-06-30,all,1136187,1.0
Feb 2022,KEN,15152179,,Kitui,first projection,2022-03-01,2022-06-30,3+,227237,0.2
Feb 2022,KEN,15152179,,Kitui,first projection,2022-03-01,2022-06-30,1,568094,0.5
Feb 2022,KEN,15152179,,Kitui,first projection,2022-03-01,2022-06-30,2,340856,0.3
Feb 2022,KEN,15152179,,Kitui,first projection,2022-03-01,2022-06-30,3,170428,0.15
Feb 2022,KEN,15152179,,Kitui,first projection,2022-03-01,2022-06-30,4,56809,0.05
Feb 2022,KEN,15152179,,Kitui,first projection,2022-03-01,2022-06-30,5,0,0
Feb 2022,KEN,15152179,,Lamu county,current,2022-02-01,2022-02-28,all,143920,1.0
Feb 2022,KEN,15152179,,Lamu county,current,2022-02-01,2022-02-28,3+,21588,0.15
Feb 2022,KEN,15152179,,Lamu county,current,2022-02-01,2022-02-28,1,57568,0.4
Feb 2022,KEN,15152179,,Lamu county,current,2022-02-01,2022-02-28,2,64764,0.45
Feb 2022,KEN,15152179,,Lamu county,current,2022-02-01,2022-02-28,3,14392,0.1
Feb 2022,KEN,15152179,,Lamu county,current,2022-02-01,2022-02-28,4,7196,0.05
Feb 2022,KEN,15152179,,Lamu county,current,2022-02-01,2022-02-28,5,0,0
Feb 2022,KEN,15152179,,Lamu county,first projection,2022-03-01,2022-06-30,all,143920,1.0
Feb 2022,KEN,15152179,,Lamu county,first projection,2022-03-01,2022-06-30,3+,21588,0.15
Feb 2022,KEN,15152179,,Lamu county,first projection,2022-03-01,2022-06-30,1,57568,0.4
Feb 2022,KEN,15152179,,Lamu county,first projection,2022-03-01,2022-06-30,2,64764,0.45
Feb 2022,KEN,15152179,,Lamu county,first projection,2022-03-01,2022-06-30,3,14392,0.1
Feb 2022,KEN,15152179,,Lamu county,first projection,2022-03-01,2022-06-30,4,7196,0.05
Feb 2022,KEN,15152179,,Lamu county,first projection,2022-03-01,2022-06-30,5,0,0
Feb 2022,KEN,15152179,,Narok,current,2022-02-01,2022-02-28,all,1157873,1.0
Feb 2022,KEN,15152179,,Narok,current,2022-02-01,2022-02-28,3+,57894,0.05
Feb 2022,KEN,15152179,,Narok,current,2022-02-01,2022-02-28,1,984192,0.85
Feb 2022,KEN,15152179,,Narok,current,2022-02-01,2022-02-28,2,115787,0.1
Feb 2022,KEN,15152179,,Narok,current,2022-02-01,2022-02-28,3,57894,0.05
Feb 2022,KEN,15152179,,Narok,current,2022-02-01,2022-02-28,4,0,0
Feb 2022,KEN,15152179,,Narok,current,2022-02-01,2022-02-28,5,0,0
Feb 2022,KEN,15152179,,Narok,first projection,2022-03-01,2022-06-30,all,1157873,1.0
Feb 2022,KEN,15152179,,Narok,first projection,2022-03-01,2022-06-30,3+,173681,0.15
Feb 2022,KEN,15152179,,Narok,first projection,2022-03-01,2022-06-30,1,636830,0.55
Feb 2022,KEN,15152179,,Narok,first projection,2022-03-01,2022-06-30,2,347362,0.3
Feb 2022,KEN,15152179,,Narok,first projection,2022-03-01,2022-06-30,3,115787,0.1
Feb 2022,KEN,15152179,,Narok,first projection,2022-03-01,2022-06-30,4,57894,0.05
Feb 2022,KEN,15152179,,Narok,first projection,2022-03-01,2022-06-30,5,0,0
Feb 2022,KEN,15152179,,Turkana,current,2022-02-01,2022-02-28,all,926976,1.0
Feb 2022,KEN,15152179,,Turkana,current,2022-02-01,2022-02-28,3+,370791,0.4
Feb 2022,KEN,15152179,,Turkana,current,2022-02-01,2022-02-28,1,231744,0.25
Feb 2022,KEN,15152179,,Turkana,current,2022-02-01,2022-02-28,2,324442,0.35
Feb 2022,KEN,15152179,,Turkana,current,2022-02-01,2022-02-28,3,278093,0.3
Feb 2022,KEN,15152179,,Turkana,current,2022-02-01,2022-02-28,4,92698,0.1
Feb 2022,KEN,15152179,,Turkana,current,2022-02-01,2022-02-28,5,0,0
Feb 2022,KEN,15152179,,Turkana,first projection,2022-03-01,2022-06-30,all,926976,1.0
Feb 2022,KEN,15152179,,Turkana,first projection,2022-03-01,2022-06-30,3+,370791,0.4
Feb 2022,KEN,15152179,,Turkana,first projection,2022-03-01,2022-06-30,1,231744,0.25
Feb 2022,KEN,15152179,,Turkana,first projection,2022-03-01,2022-06-30,2,324442,0.35
Feb 2022,KEN,15152179,,Turkana,first projection,2022-03-01,2022-06-30,3,278093,0.3
Feb 2022,KEN,15152179,,Turkana,first projection,2022-03-01,2022-06-30,4,92698,0.1
Feb 2022,KEN,15152179,,Turkana,first projection,2022-03-01,2022-06-30,5,0,0
Feb 2022,KEN,15152179,,Kilifi,current,2022-02-01,2022-02-28,all,1453787,1.0
Feb 2022,KEN,15152179,,Kilifi,current,2022-02-01,2022-02-28,3+,218068,0.15
Feb 2022,KEN,15152179,,Kilifi,current,2022-02-01,2022-02-28,1,726894,0.5
Feb 2022,KEN,15152179,,Kilifi,current,2022-02-01,2022-02-28,2,508825,0.35
Feb 2022,KEN,15152179,,Kilifi,current,2022-02-01,2022-02-28,3,218068,0.15
Feb 2022,KEN,15152179,,Kilifi,current,2022-02-01,2022-02-28,4,0,0
Feb 2022,KEN,15152179,,Kilifi,current,2022-02-01,2022-02-28,5,0,0
Feb 2022,KEN,15152179,,Kilifi,first projection,2022-03-01,2022-06-30,all,1453787,1.0
Feb 2022,KEN,15152179,,Kilifi,first projection,2022-03-01,2022-06-30,3+,145379,0.1
Feb 2022,KEN,15152179,,Kilifi,first projection,2022-03-01,2022-06-30,1,726894,0.5
Feb 2022,KEN,15152179,,Kilifi,first projection,2022-03-01,2022-06-30,2,581515,0.4
Feb 2022,KEN,15152179,,Kilifi,first projection,2022-03-01,2022-06-30,3,145379,0.1
Feb 2022,KEN,15152179,,Kilifi,first projection,2022-03-01,2022-06-30,4,0,0
Feb 2022,KEN,15152179,,Kilifi,first projection,2022-03-01,2022-06-30,5,0,0
Feb 2022,KEN,15152179,,Meru,current,2022-02-01,2022-02-28,all,764885,1.0
Feb 2022,KEN,15152179,,Meru,current,2022-02-01,2022-02-28,3+,152977,0.2
Feb 2022,KEN,15152179,,Meru,current,2022-02-01,2022-02-28,1,420687,0.55
